# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
6275 125100 131.762 52.9683 1.17524 38.3582 38.3582 38.3582 -722.663 392.365 -1115.03 -1115.03
6300 125200 128.751 39.6248 1.16923 38.4238 38.4238 38.4238 -724.583 383.398 -1107.98 -1107.98
6325 125300 129.133 58.4127 1.16992 38.4162 38.4162 38.4162 -721.359 384.536 -1105.9 -1105.9
6350 125400 134.304 73.4997 1.17507 38.3601 38.3601 38.3601 -710.222 399.934 -1110.16 -1110.16
6375 125500 133.562 67.502 1.18323 38.2716 38.2716 38.2716 -722.458 397.725 -1120.18 -1120.18
6400 125600 129.692 82.2586 1.19423 38.1538 38.1538 38.1538 -742.87 386.2 -1129.07 -1129.07
6425 125700 128.937 145.962 1.20576 38.0318 38.0318 38.0318 -746.787 383.953 -1130.74 -1130.74
6450 125800 130.243 170.022 1.21211 37.9652 37.9652 37.9652 -746.196 387.842 -1134.04 -1134.04
6475 125900 132.841 107.532 1.2113 37.9737 37.9737 37.9737 -748.977 395.578 -1144.56 -1144.56
6500 126000 124.409 82.6351 1.20895 37.9983 37.9983 37.9983 -770.034 370.468 -1140.5 -1140.5
6525 126100 125.139 96.8189 1.20854 38.0026 38.0026 38.0026 -765.001 372.642 -1137.64 -1137.64
6550 126200 131.019 133.422 1.20801 38.0081 38.0081 38.0081 -743.242 390.152 -1133.39 -1133.39
6575 126300 132.35 96.6296 1.20457 38.0443 38.0443 38.0443 -743.281 394.116 -1137.4 -1137.4
6600 126400 128.555 68.0566 1.20136 38.0782 38.0782 38.0782 -754.322 382.814 -1137.14 -1137.14
6625 126500 127.33 70.0708 1.20113 38.0806 38.0806 38.0806 -758.869 379.168 -1138.04 -1138.04
6650 126600 129.947 166.701 1.20311 38.0597 38.0597 38.0597 -738.577 386.96 -1125.54 -1125.54
6675 126700 135.949 149.831 1.19909 38.1021 38.1021 38.1021 -722.949 404.834 -1127.78 -1127.78
6700 126800 129.112 91.6824 1.18928 38.2066 38.2066 38.2066 -738.32 384.474 -1122.79 -1122.79
6725 126900 126.352 33.109 1.18081 38.2978 38.2978 38.2978 -746.436 376.255 -1122.69 -1122.69
6750 127000 130.922 23.0996 1.17947 38.3123 38.3123 38.3123 -735.45 389.862 -1125.31 -1125.31
6775 127100 133.47 110.538 1.18516 38.2508 38.2508 38.2508 -718.139 397.45 -1115.59 -1115.59
6800 127200 142.093 136.682 1.19063 38.1922 38.1922 38.1922 -697.585 423.13 -1120.71 -1120.71
6825 127300 132.688 142.769 1.19191 38.1785 38.1785 38.1785 -719.386 395.122 -1114.51 -1114.51
6850 127400 131.977 32.1384 1.18998 38.1991 38.1991 38.1991 -740.636 393.005 -1133.64 -1133.64
6875 127500 125.295 73.7597 1.1939 38.1573 38.1573 38.1573 -755.475 373.106 -1128.58 -1128.58
6900 127600 130.099 116.041 1.20141 38.0776 38.0776 38.0776 -747.292 387.413 -1134.7 -1134.7
6925 127700 133.511 178.616 1.20683 38.0205 38.0205 38.0205 -734.794 397.573 -1132.37 -1132.37
6950 127800 130.26 151.718 1.2048 38.0418 38.0418 38.0418 -746.635 387.892 -1134.53 -1134.53
6975 127900 120.39 118.989 1.19639 38.1308 38.1308 38.1308 -765.513 358.501 -1124.01 -1124.01
7000 128000 126.472 54.4104 1.18605 38.2413 38.2413 38.2413 -749.135 376.611 -1125.75 -1125.75
7025 128100 130.697 26.0695 1.18018 38.3046 38.3046 38.3046 -736.785 389.193 -1125.98 -1125.98
7050 128200 131.022 62.7982 1.18172 38.2879 38.2879 38.2879 -730.706 390.161 -1120.87 -1120.87
7075 128300 129.246 136.451 1.18725 38.2284 38.2284 38.2284 -728.431 384.873 -1113.3 -1113.3
7100 128400 133.22 145.497 1.18993 38.1997 38.1997 38.1997 -721 396.705 -1117.71 -1117.71
7125 128500 131.776 124.42 1.18758 38.2249 38.2249 38.2249 -724.325 392.407 -1116.73 -1116.73
7150 128600 128.359 31.9715 1.18303 38.2738 38.2738 38.2738 -744.463 382.231 -1126.69 -1126.69
7175 128700 126.173 31.5598 1.1848 38.2547 38.2547 38.2547 -751.758 375.723 -1127.48 -1127.48
7200 128800 131.85 98.1894 1.1943 38.1531 38.1531 38.1531 -737.489 392.626 -1130.11 -1130.11
7225 128900 134.542 209.897 1.20451 38.0449 38.0449 38.0449 -723.04 400.643 -1123.68 -1123.68
7250 129000 129.752 196.406 1.20442 38.0459 38.0459 38.0459 -739.299 386.379 -1125.68 -1125.68
7275 129100 126.107 73.0989 1.19422 38.1539 38.1539 38.1539 -759.545 375.525 -1135.07 -1135.07
7300 129200 126.49 40.975 1.18505 38.252 38.252 38.252 -752.05 376.665 -1128.72 -1128.72
7325 129300 131.104 64.3499 1.18156 38.2897 38.2897 38.2897 -731.088 390.405 -1121.49 -1121.49
7350 129400 130.238 114.832 1.18144 38.2909 38.2909 38.2909 -723.962 387.827 -1111.79 -1111.79
7375 129500 131.54 103.001 1.18015 38.3049 38.3049 38.3049 -720.948 391.703 -1112.65 -1112.65
7400 129600 131.305 44.7749 1.17858 38.3219 38.3219 38.3219 -729.637 391.004 -1120.64 -1120.64
7425 129700 126.058 18.8398 1.18333 38.2706 38.2706 38.2706 -754.586 375.378 -1129.96 -1129.96
7450 129800 126.517 131.877 1.1973 38.1212 38.1212 38.1212 -749.821 376.745 -1126.57 -1126.57
7475 129900 133.481 223.955 1.21017 37.9855 37.9855 37.9855 -731.102 397.484 -1128.59 -1128.59
7500 130000 133.277 209.544 1.21132 37.9735 37.9735 37.9735 -736.419 396.876 -1133.3 -1133.3
7525 130100 130.257 109.508 1.20055 38.0867 38.0867 38.0867 -750.013 387.882 -1137.9 -1137.9
7550 130200 125.206 78.0776 1.1865 38.2364 38.2364 38.2364 -751.374 372.841 -1124.21 -1124.21
7575 130300 128.141 53.2759 1.17446 38.3667 38.3667 38.3667 -734.766 381.581 -1116.35 -1116.35
7600 130400 129.378 46.7357 1.16693 38.4491 38.4491 38.4491 -721.949 385.267 -1107.22 -1107.22
7625 130500 132.189 20.1065 1.16566 38.463 38.463 38.463 -717.011 393.637 -1110.65 -1110.65
7650 130600 127.346 96.6446 1.17235 38.3897 38.3897 38.3897 -722.137 379.214 -1101.35 -1101.35
7675 130700 129.668 143.945 1.18007 38.3058 38.3058 38.3058 -716.982 386.128 -1103.11 -1103.11
7700 130800 136.859 152.519 1.18338 38.27 38.27 38.27 -699.595 407.542 -1107.14 -1107.14
7725 130900 130.584 120.331 1.18129 38.2926 38.2926 38.2926 -717.308 388.856 -1106.16 -1106.16
7750 131000 130.903 12.9157 1.1776 38.3325 38.3325 38.3325 -732.739 389.806 -1122.55 -1122.55
7775 131100 130.349 17.1309 1.18238 38.2808 38.2808 38.2808 -740.831 388.156 -1128.99 -1128.99
7800 131200 127.09 138.888 1.196 38.1349 38.1349 38.1349 -744.594 378.453 -1123.05 -1123.05
7825 131300 133.758 197.681 1.20724 38.0162 38.0162 38.0162 -731.459 398.31 -1129.77 -1129.77
7850 131400 140.183 201.531 1.20808 38.0074 38.0074 38.0074 -713.759 417.44 -1131.2 -1131.2
7875 131500 128.805 119.791 1.19791 38.1147 38.1147 38.1147 -742.537 383.559 -1126.1 -1126.1
7900 131600 126.694 25.3244 1.18488 38.2539 38.2539 38.2539 -747.571 377.272 -1124.84 -1124.84
7925 131700 130.243 11.4598 1.17871 38.3205 38.3205 38.3205 -733.378 387.842 -1121.22 -1121.22
7950 131800 131.599 84.6593 1.18124 38.2931 38.2931 38.2931 -720.69 391.878 -1112.57 -1112.57
7975 131900 133.59 102.442 1.18687 38.2325 38.2325 38.2325 -721.722 397.807 -1119.53 -1119.53
8000 132000 123.766 133.756 1.19261 38.1711 38.1711 38.1711 -748.499 368.554 -1117.05 -1117.05
8025 132100 129.098 98.5385 1.19623 38.1325 38.1325 38.1325 -747.583 384.431 -1132.01 -1132.01
8050 132200 129.309 146.295 1.19911 38.102 38.102 38.102 -741.301 385.061 -1126.36 -1126.36
8075 132300 131.731 137.717 1.19822 38.1114 38.1114 38.1114 -737.217 392.274 -1129.49 -1129.49
8100 132400 126.414 140.199 1.19187 38.179 38.179 38.179 -741.149 376.438 -1117.59 -1117.59
8125 132500 133.269 36.5094 1.17998 38.3068 38.3068 38.3068 -726.774 396.852 -1123.63 -1123.63
8150 132600 133.868 -1.32332 1.17241 38.3891 38.3891 38.3891 -721.846 398.636 -1120.48 -1120.48
8175 132700 127.411 19.2553 1.17543 38.3562 38.3562 38.3562 -739.924 379.409 -1119.33 -1119.33
8200 132800 126.526 107.407 1.18823 38.2178 38.2178 38.2178 -743.56 376.771 -1120.33 -1120.33
8225 132900 134.306 201.987 1.20196 38.0718 38.0718 38.0718 -723.614 399.94 -1123.55 -1123.55
8250 133000 139.092 193.951 1.20612 38.028 38.028 38.028 -717.965 414.193 -1132.16 -1132.16
8275 133100 125.112 144.28 1.20025 38.0899 38.0899 38.0899 -753.545 372.561 -1126.11 -1126.11
8300 133200 128.686 65.1941 1.18917 38.2078 38.2078 38.2078 -743.561 383.205 -1126.77 -1126.77
8325 133300 131.484 51.3036 1.18032 38.3031 38.3031 38.3031 -726.367 391.538 -1117.91 -1117.91
8350 133400 132.302 49.7623 1.17669 38.3424 38.3424 38.3424 -719.811 393.972 -1113.78 -1113.78
8375 133500 129.647 60.4969 1.17843 38.3235 38.3235 38.3235 -725.959 386.066 -1112.02 -1112.02
8400 133600 126.982 69.5754 1.18499 38.2527 38.2527 38.2527 -738.72 378.13 -1116.85 -1116.85
8425 133700 129.164 72.3157 1.19581 38.1369 38.1369 38.1369 -747.904 384.629 -1132.53 -1132.53
8450 133800 126.431 133.009 1.20974 37.99 37.99 37.99 -763.356 376.489 -1139.84 -1139.84
8475 133900 123.913 222.248 1.21951 37.8883 37.8883 37.8883 -765.093 368.991 -1134.08 -1134.08
8500 134000 134.965 184.473 1.21673 37.9171 37.9171 37.9171 -740.188 401.903 -1142.09 -1142.09
8525 134100 132.032 100.12 1.20524 38.0372 38.0372 38.0372 -748.671 393.168 -1141.84 -1141.84
8550 134200 125.515 56.2356 1.19389 38.1574 38.1574 38.1574 -758.779 373.762 -1132.54 -1132.54
8575 134300 130.039 21.8647 1.1877 38.2236 38.2236 38.2236 -745.395 387.233 -1132.63 -1132.63
8600 134400 132.679 48.7254 1.18942 38.2051 38.2051 38.2051 -734.636 395.096 -1129.73 -1129.73
8625 134500 130.815 96.0691 1.19661 38.1285 38.1285 38.1285 -738.802 389.546 -1128.35 -1128.35
8650 134600 128.983 146.357 1.2042 38.0482 38.0482 38.0482 -743.308 384.089 -1127.4 -1127.4
8675 134700 130.964 145.857 1.20692 38.0196 38.0196 38.0196 -742.864 389.99 -1132.85 -1132.85
8700 134800 129.267 135.639 1.20421 38.0481 38.0481 38.0481 -746.45 384.934 -1131.38 -1131.38
8725 134900 124.941 85.7986 1.19827 38.1109 38.1109 38.1109 -759.483 372.052 -1131.54 -1131.54
8750 135000 129.183 43.8686 1.19404 38.1557 38.1557 38.1557 -751.06 384.686 -1135.75 -1135.75
8775 135100 133.462 77.5596 1.19527 38.1427 38.1427 38.1427 -734.959 397.427 -1132.39 -1132.39
8800 135200 130.414 122.952 1.19884 38.1048 38.1048 38.1048 -738.598 388.35 -1126.95 -1126.95
8825 135300 126.541 89.9932 1.20054 38.0868 38.0868 38.0868 -756.963 376.817 -1133.78 -1133.78
8850 135400 123.881 64.3096 1.20288 38.0622 38.0622 38.0622 -771.589 368.897 -1140.49 -1140.49
8875 135500 131.657 126.242 1.20816 38.0066 38.0066 38.0066 -748.71 392.051 -1140.76 -1140.76
8900 135600 132.087 211.99 1.21006 37.9866 37.9866 37.9866 -735.781 393.331 -1129.11 -1129.11
8925 135700 129.881 152.664 1.20093 38.0827 38.0827 38.0827 -740.922 386.764 -1127.69 -1127.69
8950 135800 128.954 36.9544 1.18709 38.2301 38.2301 38.2301 -746.211 384.003 -1130.21 -1130.21
8975 135900 127.534 -4.71075 1.18063 38.2997 38.2997 38.2997 -749.693 379.776 -1129.47 -1129.47
9000 136000 129.414 63.6106 1.18481 38.2546 38.2546 38.2546 -737.656 385.373 -1123.03 -1123.03
9025 136100 134.133 143.73 1.19222 38.1753 38.1753 38.1753 -720.201 399.426 -1119.63 -1119.63
9050 136200 133.461 131.268 1.19473 38.1485 38.1485 38.1485 -727.354 397.425 -1124.78 -1124.78
9075 136300 131.023 36.7109 1.19458 38.15 38.15 38.15 -751.208 390.164 -1141.37 -1141.37
9100 136400 126.537 91.8002 1.19932 38.0997 38.0997 38.0997 -756.639 376.806 -1133.45 -1133.45
9125 136500 130.64 133.293 1.20439 38.0462 38.0462 38.0462 -744.576 389.023 -1133.6 -1133.6
9150 136600 133.819 137.726 1.20536 38.036 38.036 38.036 -735.759 398.491 -1134.25 -1134.25
9175 136700 126.782 127.167 1.20231 38.0682 38.0682 38.0682 -749.959 377.534 -1127.49 -1127.49
9200 136800 122.352 63.1302 1.19723 38.1219 38.1219 38.1219 -765.197 364.344 -1129.54 -1129.54
9225 136900 133.185 51.1398 1.1962 38.1328 38.1328 38.1328 -737.919 396.601 -1134.52 -1134.52
9250 137000 131.961 127.332 1.1998 38.0947 38.0947 38.0947 -732.476 392.956 -1125.43 -1125.43
9275 137100 128.69 139.582 1.20059 38.0863 38.0863 38.0863 -739.249 383.217 -1122.47 -1122.47
9300 137200 130.126 66.6648 1.19802 38.1135 38.1135 38.1135 -743.614 387.492 -1131.11 -1131.11
9325 137300 125.452 71.5666 1.19802 38.1135 38.1135 38.1135 -752.057 373.573 -1125.63 -1125.63
9350 137400 130.539 76.8211 1.20132 38.0786 38.0786 38.0786 -743.473 388.723 -1132.2 -1132.2
9375 137500 134.865 139.399 1.20628 38.0263 38.0263 38.0263 -730.15 401.605 -1131.76 -1131.76
9400 137600 128.175 184.94 1.20663 38.0226 38.0226 38.0226 -741.39 381.683 -1123.07 -1123.07
9425 137700 125.157 110.922 1.19903 38.1028 38.1028 38.1028 -754.846 372.695 -1127.54 -1127.54
9450 137800 133.093 41.7993 1.19075 38.1909 38.1909 38.1909 -738.01 396.328 -1134.34 -1134.34
9475 137900 136.176 68.2743 1.18836 38.2165 38.2165 38.2165 -723.293 405.508 -1128.8 -1128.8
9500 138000 129.18 98.9349 1.18944 38.205 38.205 38.205 -738.065 384.677 -1122.74 -1122.74
9525 138100 129.408 88.19 1.19091 38.1892 38.1892 38.1892 -741.826 385.355 -1127.18 -1127.18
9550 138200 129.294 109.476 1.19307 38.1662 38.1662 38.1662 -739.998 385.014 -1125.01 -1125.01
9575 138300 130.091 130.348 1.19399 38.1564 38.1564 38.1564 -735.084 387.388 -1122.47 -1122.47
9600 138400 133.039 134.215 1.19152 38.1827 38.1827 38.1827 -724.247 396.168 -1120.42 -1120.42
9625 138500 137.343 131.868 1.18538 38.2485 38.2485 38.2485 -706.427 408.984 -1115.41 -1115.41
9650 138600 130.663 74.1626 1.17668 38.3426 38.3426 38.3426 -724.146 389.093 -1113.24 -1113.24
9675 138700 125.424 46.2406 1.17055 38.4094 38.4094 38.4094 -736.034 373.491 -1109.52 -1109.52
9700 138800 128.3 75.1082 1.16971 38.4186 38.4186 38.4186 -722.675 382.055 -1104.73 -1104.73
9725 138900 133.034 87.6687 1.17197 38.3938 38.3938 38.3938 -712.129 396.152 -1108.28 -1108.28
9750 139000 130.615 108.649 1.1753 38.3575 38.3575 38.3575 -717.407 388.949 -1106.36 -1106.36
9775 139100 129.574 99.6917 1.17804 38.3277 38.3277 38.3277 -724.537 385.85 -1110.39 -1110.39
9800 139200 129.707 97.536 1.18046 38.3016 38.3016 38.3016 -727.654 386.245 -1113.9 -1113.9
9825 139300 128.64 105.172 1.18285 38.2758 38.2758 38.2758 -732.505 383.068 -1115.57 -1115.57
9850 139400 126.794 117.769 1.18471 38.2557 38.2557 38.2557 -737.861 377.572 -1115.43 -1115.43
9875 139500 128.32 152.937 1.18411 38.2621 38.2621 38.2621 -724.838 382.114 -1106.95 -1106.95
9900 139600 134.589 113.443 1.17819 38.3261 38.3261 38.3261 -708.085 400.783 -1108.87 -1108.87
9925 139700 130.773 65.0421 1.17054 38.4094 38.4094 38.4094 -717.008 389.42 -1106.43 -1106.43
9950 139800 125.527 43.6581 1.16645 38.4543 38.4543 38.4543 -729.422 373.797 -1103.22 -1103.22
9975 139900 130.743 50.5518 1.16829 38.4341 38.4341 38.4341 -717.326 389.33 -1106.66 -1106.66
10000 140000 138.211 117.209 1.1752 38.3586 38.3586 38.3586 -694.829 411.568 -1106.4 -1106.4
10025 140100 128.73 150.158 1.18089 38.2969 38.2969 38.2969 -719.738 383.337 -1103.08 -1103.08
10050 140200 126.676 116.562 1.18175 38.2876 38.2876 38.2876 -732.714 377.219 -1109.93 -1109.93
10075 140300 130.613 104.076 1.18045 38.3016 38.3016 38.3016 -722.646 388.944 -1111.59 -1111.59
10100 140400 131.346 129.538 1.17779 38.3305 38.3305 38.3305 -711.091 391.127 -1102.22 -1102.22
10125 140500 134.787 61.4822 1.17242 38.3889 38.3889 38.3889 -707.599 401.372 -1108.97 -1108.97
10150 140600 126.894 25.2553 1.17016 38.4136 38.4136 38.4136 -730.713 377.869 -1108.58 -1108.58
10175 140700 128.778 18.921 1.17656 38.3438 38.3438 38.3438 -738.065 383.477 -1121.54 -1121.54
10200 140800 129.923 145.207 1.19206 38.1769 38.1769 38.1769 -734.099 386.889 -1120.99 -1120.99
10225 140900 130.567 254.815 1.2038 38.0524 38.0524 38.0524 -727.812 388.805 -1116.62 -1116.62
10250 141000 134.457 174.053 1.2008 38.084 38.084 38.084 -727.599 400.39 -1127.99 -1127.99
10275 141100 123.881 76.8524 1.18915 38.2081 38.2081 38.2081 -753.374 368.897 -1122.27 -1122.27
10300 141200 126.885 -10.0363 1.17954 38.3115 38.3115 38.3115 -745.899 377.843 -1123.74 -1123.74
10325 141300 133.501 -6.85325 1.18103 38.2954 38.2954 38.2954 -727.874 397.543 -1125.42 -1125.42
10350 141400 133.013 59.3919 1.19427 38.1534 38.1534 38.1534 -732.975 396.089 -1129.06 -1129.06
10375 141500 128.733 140.963 1.21208 37.9655 37.9655 37.9655 -751.353 383.344 -1134.7 -1134.7
10400 141600 132.037 161.236 1.22544 37.8271 37.8271 37.8271 -756.873 393.184 -1150.06 -1150.06
10425 141700 131.457 162.08 1.23108 37.7692 37.7692 37.7692 -764.07 391.457 -1155.53 -1155.53
10450 141800 129.788 125.477 1.22991 37.7812 37.7812 37.7812 -772.637 386.486 -1159.12 -1159.12
10475 141900 129.046 91.5703 1.2262 37.8192 37.8192 37.8192 -777.28 384.276 -1161.56 -1161.56
10500 142000 125.36 146.665 1.22264 37.8559 37.8559 37.8559 -772.108 373.302 -1145.41 -1145.41
10525 142100 133.949 147.747 1.21527 37.9323 37.9323 37.9323 -741.26 398.878 -1140.14 -1140.14
10550 142200 131.924 80.752 1.20418 38.0484 38.0484 38.0484 -746.178 392.846 -1139.02 -1139.02
10575 142300 126.274 47.203 1.19565 38.1387 38.1387 38.1387 -757.513 376.021 -1133.53 -1133.53
10600 142400 126.005 87.2563 1.19284 38.1686 38.1686 38.1686 -748.25 375.221 -1123.47 -1123.47
10625 142500 132.023 118.417 1.19176 38.1802 38.1802 38.1802 -726.56 393.143 -1119.7 -1119.7
10650 142600 130.93 113.906 1.18893 38.2104 38.2104 38.2104 -725.638 389.887 -1115.52 -1115.52
10675 142700 130.461 61.5948 1.1854 38.2483 38.2483 38.2483 -732.267 388.49 -1120.76 -1120.76
10700 142800 124.381 58.4999 1.18583 38.2437 38.2437 38.2437 -749.127 370.386 -1119.51 -1119.51
10725 142900 125.166 75.0128 1.1907 38.1915 38.1915 38.1915 -750.673 372.722 -1123.39 -1123.39
10750 143000 135.937 121.692 1.19748 38.1192 38.1192 38.1192 -723.575 404.798 -1128.37 -1128.37
10775 143100 131.433 169.385 1.20137 38.0781 38.0781 38.0781 -731.246 391.386 -1122.63 -1122.63
10800 143200 130.775 96.7011 1.19888 38.1043 38.1043 38.1043 -744.296 389.425 -1133.72 -1133.72
10825 143300 127.391 78.1843 1.19639 38.1308 38.1308 38.1308 -754.056 379.349 -1133.41 -1133.41
10850 143400 127.078 113.408 1.19586 38.1364 38.1364 38.1364 -747.98 378.417 -1126.4 -1126.4
10875 143500 131.118 107.573 1.19427 38.1533 38.1533 38.1533 -737.118 390.448 -1127.57 -1127.57
10900 143600 128.808 122.071 1.19163 38.1815 38.1815 38.1815 -736.981 383.569 -1120.55 -1120.55
10925 143700 129.912 110.663 1.18705 38.2306 38.2306 38.2306 -731.504 386.855 -1118.36 -1118.36
10950 143800 130.985 118.779 1.18104 38.2953 38.2953 38.2953 -718.471 390.052 -1108.52 -1108.52
10975 143900 137.36 47.9489 1.17461 38.365 38.365 38.365 -707.662 409.034 -1116.7 -1116.7
11000 144000 123.074 89.6767 1.1728 38.3848 38.3848 38.3848 -733.873 366.494 -1100.37 -1100.37
11025 144100 122.775 124.801 1.17266 38.3863 38.3863 38.3863 -728.982 365.603 -1094.59 -1094.59
11050 144200 130.491 103.008 1.17061 38.4087 38.4087 38.4087 -710.357 388.579 -1098.94 -1098.94
11075 144300 134.498 53.968 1.16852 38.4316 38.4316 38.4316 -705.969 400.512 -1106.48 -1106.48
11100 144400 129.535 41.7839 1.17123 38.402 38.402 38.402 -724.952 385.734 -1110.69 -1110.69
11125 144500 125.391 116.583 1.17868 38.3208 38.3208 38.3208 -731.234 373.392 -1104.63 -1104.63
11150 144600 130.3 153.561 1.1838 38.2656 38.2656 38.2656 -717.867 388.013 -1105.88 -1105.88
11175 144700 134.78 99.1167 1.18374 38.2661 38.2661 38.2661 -716.414 401.353 -1117.77 -1117.77
11200 144800 131.784 63.3233 1.18351 38.2686 38.2686 38.2686 -730.75 392.429 -1123.18 -1123.18
11225 144900 130.345 60.0032 1.18702 38.2309 38.2309 38.2309 -740.64 388.146 -1128.79 -1128.79
11250 145000 128.139 110.329 1.19373 38.1591 38.1591 38.1591 -746.296 381.576 -1127.87 -1127.87
11275 145100 129.619 154.362 1.19798 38.1139 38.1139 38.1139 -739.159 385.982 -1125.14 -1125.14
11300 145200 138.893 134.845 1.19668 38.1277 38.1277 38.1277 -717.95 413.6 -1131.55 -1131.55
11325 145300 126.731 151.713 1.19157 38.1822 38.1822 38.1822 -739.444 377.382 -1116.83 -1116.83
11350 145400 124.2 101.725 1.18295 38.2747 38.2747 38.2747 -746.915 369.845 -1116.76 -1116.76
11375 145500 127.242 92.5662 1.17529 38.3576 38.3576 38.3576 -731.129 378.904 -1110.03 -1110.03
11400 145600 132.904 51.5195 1.17028 38.4123 38.4123 38.4123 -717.313 395.767 -1113.08 -1113.08
11425 145700 131.678 45.8699 1.17044 38.4106 38.4106 38.4106 -720.083 392.114 -1112.2 -1112.2
11450 145800 128.096 45.677 1.17631 38.3465 38.3465 38.3465 -737.373 381.448 -1118.82 -1118.82
11475 145900 125.224 106.447 1.18626 38.239 38.239 38.239 -747.3 372.896 -1120.2 -1120.2
11500 146000 134.892 174.305 1.19432 38.1528 38.1528 38.1528 -720.684 401.686 -1122.37 -1122.37
11525 146100 138.435 159.469 1.19455 38.1503 38.1503 38.1503 -714.21 412.235 -1126.45 -1126.45
11550 146200 127.744 137.392 1.18842 38.2159 38.2159 38.2159 -737.09 380.4 -1117.49 -1117.49
11575 146300 128.233 65.6955 1.17975 38.3092 38.3092 38.3092 -738.82 381.855 -1120.67 -1120.67
11600 146400 131.069 47.4695 1.1749 38.3619 38.3619 38.3619 -728.035 390.3 -1118.33 -1118.33
11625 146500 133.921 59.863 1.17626 38.3471 38.3471 38.3471 -720.245 398.794 -1119.04 -1119.04
11650 146600 125.092 136.432 1.18114 38.2942 38.2942 38.2942 -733.546 372.503 -1106.05 -1106.05
11675 146700 125.946 121.408 1.18268 38.2775 38.2775 38.2775 -735.765 375.045 -1110.81 -1110.81
11700 146800 137.343 57.549 1.18232 38.2815 38.2815 38.2815 -717.856 408.984 -1126.84 -1126.84
11725 146900 130.192 96.2931 1.18544 38.2478 38.2478 38.2478 -732.641 387.69 -1120.33 -1120.33
11750 147000 125.488 150.118 1.18864 38.2135 38.2135 38.2135 -738.257 373.683 -1111.94 -1111.94
11775 147100 132.654 92.6372 1.18756 38.2251 38.2251 38.2251 -729.189 395.022 -1124.21 -1124.21
11800 147200 130.487 88.8153 1.18647 38.2368 38.2368 38.2368 -733.76 388.568 -1122.33 -1122.33
11825 147300 123.957 132.734 1.1859 38.2429 38.2429 38.2429 -741.139 369.124 -1110.26 -1110.26
11850 147400 133.994 127.34 1.18219 38.2828 38.2828 38.2828 -712.997 399.012 -1112.01 -1112.01
11875 147500 132.59 115.734 1.17534 38.3571 38.3571 38.3571 -710.833 394.831 -1105.66 -1105.66
11900 147600 126.287 90.4491 1.16666 38.452 38.452 38.452 -720.603 376.062 -1096.66 -1096.66
11925 147700 128.911 59.3129 1.15909 38.5355 38.5355 38.5355 -711.004 383.875 -1094.88 -1094.88
11950 147800 134.179 75.9368 1.15543 38.5762 38.5762 38.5762 -690.611 399.562 -1090.17 -1090.17
