# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
37575 250300 124.989 178.697 1.19668 38.1277 38.1277 38.1277 -743.387 372.195 -1115.58 -1115.58
37600 250400 129.722 81.9812 1.19263 38.1708 38.1708 38.1708 -743.781 386.289 -1130.07 -1130.07
37625 250500 132.924 45.1334 1.19015 38.1973 38.1973 38.1973 -738.932 395.825 -1134.76 -1134.76
37650 250600 126.747 104.657 1.19289 38.1681 38.1681 38.1681 -747.855 377.432 -1125.29 -1125.29
37675 250700 125.938 168.876 1.19461 38.1497 38.1497 38.1497 -740.626 375.023 -1115.65 -1115.65
37700 250800 132.691 160.648 1.18961 38.2031 38.2031 38.2031 -719.985 395.131 -1115.12 -1115.12
37725 250900 130.859 112.277 1.17868 38.3209 38.3209 38.3209 -721.291 389.676 -1110.97 -1110.97
37750 251000 126.156 75.9271 1.167 38.4482 38.4482 38.4482 -726.131 375.672 -1101.8 -1101.8
37775 251100 131.203 65.3755 1.15897 38.5369 38.5369 38.5369 -705.288 390.7 -1095.99 -1095.99
37800 251200 134.354 73.2742 1.15499 38.5811 38.5811 38.5811 -691.044 400.082 -1091.13 -1091.13
37825 251300 130.139 66.3968 1.15424 38.5894 38.5894 38.5894 -703.046 387.532 -1090.58 -1090.58
37850 251400 126.549 87.1333 1.15677 38.5613 38.5613 38.5613 -711.315 376.842 -1088.16 -1088.16
37875 251500 132.802 87.4165 1.16062 38.5186 38.5186 38.5186 -699.736 395.463 -1095.2 -1095.2
37900 251600 140.954 87.0321 1.16569 38.4627 38.4627 38.4627 -684.513 419.738 -1104.25 -1104.25
37925 251700 127.78 127.26 1.1716 38.3978 38.3978 38.3978 -716.334 380.507 -1096.84 -1096.84
37950 251800 127.175 139.091 1.17437 38.3677 38.3677 38.3677 -718.493 378.704 -1097.2 -1097.2
37975 251900 133.065 117.169 1.17276 38.3852 38.3852 38.3852 -705.08 396.244 -1101.32 -1101.32
38000 252000 130.978 112.131 1.16926 38.4235 38.4235 38.4235 -706.767 390.031 -1096.8 -1096.8
38025 252100 126.71 63.9274 1.16489 38.4714 38.4714 38.4714 -720.045 377.32 -1097.37 -1097.37
38050 252200 127.328 19.0727 1.16446 38.4762 38.4762 38.4762 -724.694 379.161 -1103.85 -1103.85
38075 252300 132.222 65.4008 1.17204 38.393 38.393 38.393 -712.277 393.734 -1106.01 -1106.01
38100 252400 136.738 125.742 1.18349 38.2689 38.2689 38.2689 -705.54 407.182 -1112.72 -1112.72
38125 252500 128.859 179.476 1.19173 38.1804 38.1804 38.1804 -728.084 383.721 -1111.8 -1111.8
38150 252600 129.522 143.019 1.19216 38.1758 38.1758 38.1758 -735.815 385.695 -1121.51 -1121.51
38175 252700 129.371 109.49 1.18783 38.2222 38.2222 38.2222 -737.757 385.245 -1123 -1123
38200 252800 129.108 99.8065 1.18223 38.2824 38.2824 38.2824 -733.607 384.462 -1118.07 -1118.07
38225 252900 135.504 92.0028 1.17686 38.3405 38.3405 38.3405 -711.779 403.508 -1115.29 -1115.29
38250 253000 133.105 83.9922 1.17218 38.3915 38.3915 38.3915 -712.322 396.364 -1108.69 -1108.69
38275 253100 127.07 48.3253 1.1695 38.4208 38.4208 38.4208 -730.762 378.393 -1109.16 -1109.16
38300 253200 126.644 64.8446 1.17205 38.3929 38.3929 38.3929 -732.081 377.125 -1109.21 -1109.21
38325 253300 132.43 99.709 1.1785 38.3228 38.3228 38.3228 -719.954 394.354 -1114.31 -1114.31
38350 253400 131.106 152.578 1.18472 38.2556 38.2556 38.2556 -721.222 390.413 -1111.63 -1111.63
38375 253500 129.38 153.533 1.18575 38.2445 38.2445 38.2445 -725.185 385.273 -1110.46 -1110.46
38400 253600 131.032 75.6726 1.18154 38.2899 38.2899 38.2899 -728.562 390.19 -1118.75 -1118.75
38425 253700 126.741 53.9898 1.17907 38.3166 38.3166 38.3166 -739.325 377.414 -1116.74 -1116.74
38450 253800 125.142 79.292 1.18151 38.2902 38.2902 38.2902 -741.982 372.651 -1114.63 -1114.63
38475 253900 133.798 134.947 1.18636 38.238 38.238 38.238 -716.691 398.427 -1115.12 -1115.12
38500 254000 134.358 144.638 1.18787 38.2217 38.2217 38.2217 -715.662 400.097 -1115.76 -1115.76
38525 254100 130.419 78.3453 1.18508 38.2517 38.2517 38.2517 -734.439 388.366 -1122.81 -1122.81
38550 254200 128.492 49.4024 1.18394 38.264 38.264 38.264 -742.061 382.626 -1124.69 -1124.69
38575 254300 130.036 67.6645 1.18819 38.2183 38.2183 38.2183 -738.86 387.224 -1126.08 -1126.08
38600 254400 132.115 112.141 1.19727 38.1214 38.1214 38.1214 -736.246 393.417 -1129.66 -1129.66
38625 254500 126.259 154.892 1.20712 38.0175 38.0175 38.0175 -756.199 375.977 -1132.18 -1132.18
38650 254600 126.219 146.355 1.21269 37.9592 37.9592 37.9592 -764.747 375.857 -1140.6 -1140.6
38675 254700 131.668 137.122 1.21342 37.9516 37.9516 37.9516 -751.645 392.085 -1143.73 -1143.73
38700 254800 134.919 100.986 1.21007 37.9866 37.9866 37.9866 -745.453 401.765 -1147.22 -1147.22
38725 254900 122.322 92.4885 1.20502 38.0395 38.0395 38.0395 -771.446 364.253 -1135.7 -1135.7
38750 255000 125.246 41.0778 1.20076 38.0845 38.0845 38.0845 -769.507 372.96 -1142.47 -1142.47
38775 255100 126.874 112.173 1.20091 38.0829 38.0829 38.0829 -751.877 377.81 -1129.69 -1129.69
38800 255200 130.79 122.914 1.20056 38.0866 38.0866 38.0866 -739.788 389.471 -1129.26 -1129.26
38825 255300 131.698 104.88 1.19765 38.1174 38.1174 38.1174 -735.947 392.173 -1128.12 -1128.12
38850 255400 129.548 74.157 1.19352 38.1614 38.1614 38.1614 -741.45 385.772 -1127.22 -1127.22
38875 255500 126.383 31.3047 1.19214 38.1761 38.1761 38.1761 -757.696 376.348 -1134.04 -1134.04
38900 255600 124.875 66.9213 1.19786 38.1152 38.1152 38.1152 -763.092 371.856 -1134.95 -1134.95
38925 255700 131.813 164.847 1.20769 38.0115 38.0115 38.0115 -739.179 392.516 -1131.69 -1131.69
38950 255800 132.355 213.197 1.21166 37.9699 37.9699 37.9699 -732.624 394.131 -1126.76 -1126.76
38975 255900 131.034 130.164 1.20382 38.0522 38.0522 38.0522 -739.931 390.197 -1130.13 -1130.13
39000 256000 130.194 -0.424852 1.19237 38.1736 38.1736 38.1736 -751.823 387.697 -1139.52 -1139.52
39025 256100 123.767 28.4391 1.19003 38.1986 38.1986 38.1986 -760.372 368.558 -1128.93 -1128.93
39050 256200 132.182 135.376 1.19507 38.1448 38.1448 38.1448 -727.301 393.617 -1120.92 -1120.92
39075 256300 131.995 180.112 1.1973 38.1212 38.1212 38.1212 -723.364 393.058 -1116.42 -1116.42
39100 256400 126 161.539 1.19103 38.188 38.188 38.188 -732.347 375.207 -1107.55 -1107.55
39125 256500 132.519 17.8987 1.17912 38.316 38.316 38.316 -726.913 394.618 -1121.53 -1121.53
39150 256600 130.134 19.247 1.17404 38.3713 38.3713 38.3713 -725.38 387.518 -1112.9 -1112.9
39175 256700 128.274 79.5569 1.17718 38.3371 38.3371 38.3371 -723.687 381.977 -1105.66 -1105.66
39200 256800 135.948 108.327 1.18326 38.2713 38.2713 38.2713 -708.834 404.831 -1113.67 -1113.67
39225 256900 133.203 130.185 1.18872 38.2126 38.2126 38.2126 -721.047 396.657 -1117.7 -1117.7
39250 257000 127.558 131.246 1.19124 38.1857 38.1857 38.1857 -740.162 379.845 -1120.01 -1120.01
39275 257100 131.3 92.1205 1.1909 38.1893 38.1893 38.1893 -739.937 390.99 -1130.93 -1130.93
39300 257200 127.846 122.306 1.19033 38.1954 38.1954 38.1954 -742.41 380.705 -1123.12 -1123.12
39325 257300 131.066 102.356 1.18787 38.2218 38.2218 38.2218 -734.451 390.291 -1124.74 -1124.74
39350 257400 134.444 105.869 1.18425 38.2606 38.2606 38.2606 -718.532 400.352 -1118.88 -1118.88
39375 257500 130.957 82.6058 1.17999 38.3066 38.3066 38.3066 -725.263 389.967 -1115.23 -1115.23
39400 257600 123.15 74.7119 1.17665 38.3428 38.3428 38.3428 -741.381 366.719 -1108.1 -1108.1
39425 257700 129.517 83.5711 1.17577 38.3524 38.3524 38.3524 -722.151 385.679 -1107.83 -1107.83
39450 257800 131.717 129.613 1.17673 38.342 38.342 38.342 -708.406 392.231 -1100.64 -1100.64
39475 257900 130.516 114.99 1.17501 38.3607 38.3607 38.3607 -711.656 388.653 -1100.31 -1100.31
39500 258000 128.175 74.6783 1.17151 38.3989 38.3989 38.3989 -719.558 381.683 -1101.24 -1101.24
39525 258100 128.133 50.2876 1.17015 38.4137 38.4137 38.4137 -721.85 381.558 -1103.41 -1103.41
39550 258200 133.639 89.4138 1.1737 38.3749 38.3749 38.3749 -705.265 397.953 -1103.22 -1103.22
39575 258300 134.127 161.661 1.17903 38.317 38.317 38.317 -697.928 399.408 -1097.34 -1097.34
39600 258400 129.511 110.669 1.17958 38.3111 38.3111 38.3111 -721.524 385.661 -1107.18 -1107.18
39625 258500 129.487 47.3716 1.17895 38.3179 38.3179 38.3179 -733.28 385.59 -1118.87 -1118.87
39650 258600 130.511 56.7857 1.1834 38.2698 38.2698 38.2698 -734.759 388.641 -1123.4 -1123.4
39675 258700 130.216 102.231 1.19337 38.1629 38.1629 38.1629 -741.015 387.761 -1128.78 -1128.78
39700 258800 124.344 156.559 1.20407 38.0496 38.0496 38.0496 -760.355 370.275 -1130.63 -1130.63
39725 258900 127.463 151.119 1.20968 37.9906 37.9906 37.9906 -760.114 379.563 -1139.68 -1139.68
39750 259000 136.373 149.914 1.20962 37.9912 37.9912 37.9912 -735.061 406.097 -1141.16 -1141.16
39775 259100 132.838 124.092 1.2042 38.0482 38.0482 38.0482 -739.703 395.569 -1135.27 -1135.27
39800 259200 128.101 68.9955 1.19564 38.1387 38.1387 38.1387 -749.327 381.463 -1130.79 -1130.79
39825 259300 129.539 19.828 1.1906 38.1925 38.1925 38.1925 -748.472 385.745 -1134.22 -1134.22
39850 259400 127.918 92.3887 1.19301 38.1668 38.1668 38.1668 -741.471 380.917 -1122.39 -1122.39
39875 259500 134.568 122.211 1.19723 38.1219 38.1219 38.1219 -726.012 400.719 -1126.73 -1126.73
39900 259600 132.246 117.529 1.19938 38.0991 38.0991 38.0991 -736.415 393.807 -1130.22 -1130.22
39925 259700 125.461 75.9956 1.19995 38.0931 38.0931 38.0931 -762.77 373.602 -1136.37 -1136.37
39950 259800 127.273 110.463 1.20247 38.0664 38.0664 38.0664 -754.714 378.996 -1133.71 -1133.71
39975 259900 132.318 141.182 1.20403 38.05 38.05 38.05 -738.921 394.019 -1132.94 -1132.94
40000 260000 130.579 157.233 1.20094 38.0826 38.0826 38.0826 -736.529 388.843 -1125.37 -1125.37
40025 260100 130.023 65.2498 1.19263 38.1708 38.1708 38.1708 -745.412 387.185 -1132.6 -1132.6
40050 260200 121.331 38.8965 1.18683 38.2329 38.2329 38.2329 -764.718 361.304 -1126.02 -1126.02
40075 260300 127.359 61.2851 1.18729 38.228 38.228 38.228 -745.606 379.254 -1124.86 -1124.86
40100 260400 132.093 91.1393 1.19229 38.1745 38.1745 38.1745 -732.723 393.351 -1126.07 -1126.07
40125 260500 130.371 131.507 1.19844 38.1091 38.1091 38.1091 -736.016 388.222 -1124.24 -1124.24
40150 260600 128.34 133.233 1.20199 38.0715 38.0715 38.0715 -745.411 382.176 -1127.59 -1127.59
40175 260700 125.548 139.398 1.20166 38.0749 38.0749 38.0749 -750.382 373.859 -1124.24 -1124.24
40200 260800 135.58 94.2969 1.19744 38.1197 38.1197 38.1197 -729.232 403.736 -1132.97 -1132.97
40225 260900 132.319 113.369 1.19278 38.1693 38.1693 38.1693 -730.258 394.024 -1124.28 -1124.28
40250 261000 124.524 118.384 1.18616 38.2401 38.2401 38.2401 -742.286 370.81 -1113.1 -1113.1
40275 261100 132.635 32.7381 1.17812 38.3269 38.3269 38.3269 -728.626 394.965 -1123.59 -1123.59
40300 261200 137.662 99.786 1.17538 38.3566 38.3566 38.3566 -699.719 409.933 -1109.65 -1109.65
40325 261300 135.503 149.429 1.17269 38.386 38.386 38.386 -694.334 403.506 -1097.84 -1097.84
40350 261400 123.784 98.5411 1.16475 38.473 38.473 38.473 -724.515 368.608 -1093.12 -1093.12
40375 261500 127.436 26.3987 1.15603 38.5695 38.5695 38.5695 -716.971 379.482 -1096.45 -1096.45
40400 261600 134.122 -8.59343 1.15468 38.5845 38.5845 38.5845 -704.228 399.393 -1103.62 -1103.62
40425 261700 131.455 49.8073 1.16494 38.4709 38.4709 38.4709 -712.708 391.451 -1104.16 -1104.16
40450 261800 126.851 149.607 1.18158 38.2894 38.2894 38.2894 -728.635 377.739 -1106.37 -1106.37
40475 261900 129.765 205.176 1.19393 38.157 38.157 38.157 -727.395 386.418 -1113.81 -1113.81
40500 262000 135.104 134.914 1.19608 38.1341 38.1341 38.1341 -728.706 402.315 -1131.02 -1131.02
40525 262100 122.592 108.97 1.19365 38.16 38.16 38.16 -759.955 365.057 -1125.01 -1125.01
40550 262200 126.962 92.6052 1.19046 38.194 38.194 38.194 -748.209 378.072 -1126.28 -1126.28
40575 262300 127.874 159.83 1.18658 38.2356 38.2356 38.2356 -726.887 380.788 -1107.67 -1107.67
40600 262400 133.091 100.156 1.17748 38.3339 38.3339 38.3339 -713.228 396.324 -1109.55 -1109.55
40625 262500 131.463 32.6539 1.16816 38.4355 38.4355 38.4355 -718.688 391.476 -1110.16 -1110.16
40650 262600 124.956 40.6802 1.1652 38.468 38.468 38.468 -731.796 372.098 -1103.89 -1103.89
40675 262700 131.95 59.2468 1.16904 38.4259 38.4259 38.4259 -717.48 392.926 -1110.41 -1110.41
40700 262800 137.985 146.016 1.17717 38.3372 38.3372 38.3372 -697.199 410.897 -1108.1 -1108.1
40725 262900 131.232 186.551 1.1811 38.2946 38.2946 38.2946 -713.043 390.787 -1103.83 -1103.83
40750 263000 128.231 155.22 1.17598 38.3501 38.3501 38.3501 -720.373 381.85 -1102.22 -1102.22
40775 263100 129.015 88.2258 1.16372 38.4843 38.4843 38.4843 -715.954 384.184 -1100.14 -1100.14
40800 263200 131.992 42.1646 1.15097 38.6259 38.6259 38.6259 -702.662 393.051 -1095.71 -1095.71
40825 263300 131.371 81.9965 1.14261 38.7199 38.7199 38.7199 -686.801 391.201 -1078 -1078
40850 263400 136.891 85.8641 1.13564 38.799 38.799 38.799 -663.032 407.638 -1070.67 -1070.67
40875 263500 134.662 9.86908 1.12998 38.8637 38.8637 38.8637 -674.711 401.001 -1075.71 -1075.71
40900 263600 132.535 -26.629 1.13406 38.817 38.817 38.817 -691.284 394.665 -1085.95 -1085.95
40925 263700 127.989 96.3581 1.15272 38.6063 38.6063 38.6063 -701.465 381.129 -1082.59 -1082.59
40950 263800 129.658 223.025 1.17443 38.367 38.367 38.367 -699.499 386.101 -1085.6 -1085.6
40975 263900 136.367 194.88 1.18463 38.2565 38.2565 38.2565 -699.048 406.078 -1105.13 -1105.13
41000 264000 127.321 143.593 1.18392 38.2642 38.2642 38.2642 -727.667 379.139 -1106.81 -1106.81
41025 264100 128.463 72.6596 1.17872 38.3204 38.3204 38.3204 -730.269 382.54 -1112.81 -1112.81
41050 264200 129.397 80.1359 1.1755 38.3554 38.3554 38.3554 -719.993 385.322 -1105.31 -1105.31
41075 264300 134.925 74.7745 1.17484 38.3625 38.3625 38.3625 -705.807 401.784 -1107.59 -1107.59
41100 264400 132.049 43.9338 1.17745 38.3342 38.3342 38.3342 -722.909 393.22 -1116.13 -1116.13
41125 264500 129.065 47.0377 1.18639 38.2376 38.2376 38.2376 -743.912 384.334 -1128.25 -1128.25
41150 264600 126.657 189.636 1.19964 38.0963 38.0963 38.0963 -740.606 377.163 -1117.77 -1117.77
41175 264700 136.836 166.748 1.20488 38.0411 38.0411 38.0411 -725.741 407.475 -1133.22 -1133.22
41200 264800 130.331 136.952 1.2025 38.0661 38.0661 38.0661 -743.75 388.103 -1131.85 -1131.85
41225 264900 125.273 114.685 1.1958 38.1371 38.1371 38.1371 -751.91 373.043 -1124.95 -1124.95
41250 265000 130.128 52.4892 1.18812 38.219 38.219 38.219 -740.301 387.5 -1127.8 -1127.8
41275 265100 131.06 55.9342 1.18515 38.2509 38.2509 38.2509 -731.892 390.275 -1122.17 -1122.17
41300 265200 132.446 60.2493 1.18708 38.2302 38.2302 38.2302 -729.988 394.403 -1124.39 -1124.39
41325 265300 125.065 90.2524 1.19322 38.1645 38.1645 38.1645 -752.51 372.424 -1124.93 -1124.93
41350 265400 122.47 167.094 1.19998 38.0928 38.0928 38.0928 -754.377 364.695 -1119.07 -1119.07
41375 265500 132.848 145.905 1.20027 38.0897 38.0897 38.0897 -732.453 395.599 -1128.05 -1128.05
41400 265600 133.081 84.6573 1.19544 38.1409 38.1409 38.1409 -736.083 396.291 -1132.37 -1132.37
41425 265700 125.301 78.7198 1.19165 38.1813 38.1813 38.1813 -750.625 373.124 -1123.75 -1123.75
41450 265800 127.876 77.8351 1.19047 38.1939 38.1939 38.1939 -742.3 380.793 -1123.09 -1123.09
41475 265900 135.902 73.275 1.19198 38.1777 38.1777 38.1777 -726.102 404.693 -1130.8 -1130.8
41500 266000 129.637 146.115 1.19533 38.142 38.142 38.142 -732.467 386.035 -1118.5 -1118.5
41525 266100 130.956 115.466 1.19489 38.1468 38.1468 38.1468 -734.647 389.963 -1124.61 -1124.61
41550 266200 127.634 109.697 1.19187 38.1789 38.1789 38.1789 -739.103 380.071 -1119.17 -1119.17
41575 266300 130.064 73.6792 1.18824 38.2177 38.2177 38.2177 -735.735 387.307 -1123.04 -1123.04
41600 266400 131.962 115.653 1.18595 38.2424 38.2424 38.2424 -718.425 392.961 -1111.39 -1111.39
41625 266500 138.031 45.5635 1.18326 38.2713 38.2713 38.2713 -714.317 411.031 -1125.35 -1125.35
41650 266600 127.2 80.2428 1.18512 38.2513 38.2513 38.2513 -738.461 378.779 -1117.24 -1117.24
41675 266700 129.139 109.694 1.19025 38.1962 38.1962 38.1962 -737.497 384.554 -1122.05 -1122.05
41700 266800 131.2 158.973 1.19482 38.1475 38.1475 38.1475 -729.806 390.69 -1120.5 -1120.5
41725 266900 133.235 143.554 1.19366 38.1598 38.1598 38.1598 -724.961 396.751 -1121.71 -1121.71
41750 267000 128.66 75.1392 1.18718 38.2291 38.2291 38.2291 -739.993 383.128 -1123.12 -1123.12
41775 267100 123.611 38.2923 1.18189 38.2861 38.2861 38.2861 -752.393 368.094 -1120.49 -1120.49
41800 267200 130.015 50.8247 1.18276 38.2767 38.2767 38.2767 -733.844 387.162 -1121.01 -1121.01
41825 267300 132.074 106.682 1.18926 38.2069 38.2069 38.2069 -724.036 393.295 -1117.33 -1117.33
41850 267400 134.656 82.0721 1.19741 38.1199 38.1199 38.1199 -732.422 400.982 -1133.4 -1133.4
41875 267500 129.75 129.356 1.20794 38.0089 38.0089 38.0089 -749.376 386.374 -1135.75 -1135.75
41900 267600 127.752 194.391 1.21605 37.9242 37.9242 37.9242 -751.706 380.425 -1132.13 -1132.13
41925 267700 130.293 183.667 1.21459 37.9394 37.9394 37.9394 -742.537 387.989 -1130.53 -1130.53
41950 267800 136.842 65.3036 1.20436 38.0465 38.0465 38.0465 -733.385 407.493 -1140.88 -1140.88
41975 267900 126.45 -3.48107 1.19677 38.1268 38.1268 38.1268 -763.295 376.545 -1139.84 -1139.84
42000 268000 123.54 57.7171 1.19919 38.1011 38.1011 38.1011 -764.031 367.881 -1131.91 -1131.91
42025 268100 129.375 160.507 1.20653 38.0237 38.0237 38.0237 -741.55 385.257 -1126.81 -1126.81
42050 268200 133.819 185.252 1.20788 38.0095 38.0095 38.0095 -729.176 398.491 -1127.67 -1127.67
42075 268300 130.319 140.181 1.19958 38.097 38.097 38.097 -737.196 388.067 -1125.26 -1125.26
42100 268400 126.273 39.4827 1.18714 38.2296 38.2296 38.2296 -751.74 376.018 -1127.76 -1127.76
42125 268500 128.628 -5.15605 1.18061 38.3 38.3 38.3 -746.742 383.034 -1129.78 -1129.78
42150 268600 135.401 76.8655 1.18477 38.2551 38.2551 38.2551 -721.547 403.202 -1124.75 -1124.75
42175 268700 128.525 201.483 1.19099 38.1883 38.1883 38.1883 -723.679 382.725 -1106.4 -1106.4
42200 268800 131.625 132.213 1.18766 38.224 38.224 38.224 -722.817 391.957 -1114.77 -1114.77
42225 268900 131.84 41.8234 1.18061 38.2999 38.2999 38.2999 -727.255 392.597 -1119.85 -1119.85
42250 269000 124.43 35.4649 1.17922 38.315 38.315 38.315 -745.295 370.531 -1115.83 -1115.83
42275 269100 128.044 78.2115 1.18472 38.2556 38.2556 38.2556 -735.89 381.292 -1117.18 -1117.18
42300 269200 134.727 128.521 1.19301 38.1667 38.1667 38.1667 -719.45 401.194 -1120.64 -1120.64
42325 269300 134.687 115.591 1.19882 38.105 38.105 38.105 -728.815 401.074 -1129.89 -1129.89
42350 269400 132.481 82.6574 1.20319 38.0588 38.0588 38.0588 -745.444 394.506 -1139.95 -1139.95
42375 269500 125.752 158.453 1.20842 38.0038 38.0038 38.0038 -753.263 374.467 -1127.73 -1127.73
42400 269600 133.148 120.121 1.20874 38.0005 38.0005 38.0005 -742.659 396.491 -1139.15 -1139.15
42425 269700 130.354 147.88 1.20542 38.0353 38.0353 38.0353 -740.56 388.172 -1128.73 -1128.73
42450 269800 127.871 78.6633 1.19772 38.1167 38.1167 38.1167 -751.898 380.778 -1132.68 -1132.68
42475 269900 124.789 16.6095 1.19162 38.1816 38.1816 38.1816 -764.109 371.599 -1135.71 -1135.71
42500 270000 127.954 64.5817 1.1935 38.1616 38.1616 38.1616 -749.704 381.025 -1130.73 -1130.73
42525 270100 132.364 143.067 1.19928 38.1001 38.1001 38.1001 -731.038 394.157 -1125.2 -1125.2
42550 270200 133.957 117.05 1.20211 38.0702 38.0702 38.0702 -736.017 398.901 -1134.92 -1134.92
42575 270300 129.253 89.1533 1.20304 38.0605 38.0605 38.0605 -754.63 384.893 -1139.52 -1139.52
42600 270400 127.265 107.114 1.20501 38.0397 38.0397 38.0397 -759.061 378.973 -1138.03 -1138.03
42625 270500 129.564 129.744 1.20651 38.0239 38.0239 38.0239 -749.814 385.819 -1135.63 -1135.63
42650 270600 131.89 107.585 1.20521 38.0375 38.0375 38.0375 -744.234 392.747 -1136.98 -1136.98
42675 270700 131.636 63.3287 1.20311 38.0596 38.0596 38.0596 -749.656 391.989 -1141.64 -1141.64
42700 270800 128.917 76.981 1.20407 38.0496 38.0496 38.0496 -753.795 383.893 -1137.69 -1137.69
42725 270900 128 134.226 1.20787 38.0096 38.0096 38.0096 -750.179 381.161 -1131.34 -1131.34
42750 271000 131.74 165.376 1.20869 38.001 38.001 38.001 -737.245 392.3 -1129.55 -1129.55
42775 271100 132.362 148.357 1.2022 38.0693 38.0693 38.0693 -730.582 394.15 -1124.73 -1124.73
42800 271200 127.317 50.0686 1.19024 38.1964 38.1964 38.1964 -746.805 379.129 -1125.93 -1125.93
42825 271300 124.837 -31.5805 1.1827 38.2774 38.2774 38.2774 -759.367 371.743 -1131.11 -1131.11
42850 271400 129.449 31.2198 1.18849 38.2152 38.2152 38.2152 -744.005 385.477 -1129.48 -1129.48
42875 271500 132.265 172.067 1.20185 38.0729 38.0729 38.0729 -728.215 393.863 -1122.08 -1122.08
42900 271600 136.269 150.125 1.20892 37.9986 37.9986 37.9986 -730.909 405.786 -1136.69 -1136.69
42925 271700 132.322 100.374 1.2106 37.9811 37.9811 37.9811 -750.777 394.033 -1144.81 -1144.81
42950 271800 127.293 137.712 1.21148 37.9718 37.9718 37.9718 -758.596 379.057 -1137.65 -1137.65
42975 271900 129.387 142.436 1.20829 38.0052 38.0052 38.0052 -750.75 385.291 -1136.04 -1136.04
43000 272000 133.169 117.822 1.2005 38.0873 38.0873 38.0873 -737.953 396.554 -1134.51 -1134.51
43025 272100 129.461 102.053 1.19031 38.1956 38.1956 38.1956 -739.317 385.512 -1124.83 -1124.83
43050 272200 125.648 71.2727 1.17986 38.308 38.308 38.308 -743.11 374.158 -1117.27 -1117.27
43075 272300 131.708 44.8381 1.17278 38.385 38.385 38.385 -725.396 392.205 -1117.6 -1117.6
43100 272400 130.475 111.345 1.17077 38.4069 38.4069 38.4069 -714.141 388.533 -1102.67 -1102.67
43125 272500 131.992 106.854 1.16867 38.43 38.43 38.43 -710.203 393.051 -1103.25 -1103.25
43150 272600 128.93 98.5889 1.16548 38.4649 38.4649 38.4649 -716.185 383.932 -1100.12 -1100.12
43175 272700 124.485 80.009 1.16236 38.4994 38.4994 38.4994 -726.961 370.696 -1097.66 -1097.66
43200 272800 130.983 65.6046 1.16141 38.5099 38.5099 38.5099 -711.76 390.045 -1101.8 -1101.8
43225 272900 132.179 124.695 1.16345 38.4873 38.4873 38.4873 -698.393 393.607 -1092 -1092
43250 273000 132.207 100.297 1.16399 38.4813 38.4813 38.4813 -702.657 393.691 -1096.35 -1096.35
43275 273100 126.384 52.3516 1.1647 38.4736 38.4736 38.4736 -726.825 376.349 -1103.17 -1103.17
43300 273200 128.059 30.3123 1.17061 38.4087 38.4087 38.4087 -733.128 381.337 -1114.47 -1114.47
43325 273300 129.477 106.412 1.18399 38.2635 38.2635 38.2635 -728.642 385.561 -1114.2 -1114.2
43350 273400 134.031 156.197 1.19826 38.111 38.111 38.111 -726.031 399.121 -1125.15 -1125.15
43375 273500 126.397 217.455 1.20606 38.0286 38.0286 38.0286 -744.434 376.39 -1120.82 -1120.82
43400 273600 124.999 183.52 1.20164 38.0752 38.0752 38.0752 -748.638 372.227 -1120.86 -1120.86
43425 273700 130.733 84.5678 1.18855 38.2144 38.2144 38.2144 -736.097 389.302 -1125.4 -1125.4
43450 273800 129.489 39.521 1.17695 38.3396 38.3396 38.3396 -734.661 385.595 -1120.26 -1120.26
43475 273900 126.787 76.1585 1.17146 38.3993 38.3993 38.3993 -729.183 377.549 -1106.73 -1106.73
43500 274000 133.854 76.3475 1.16954 38.4204 38.4204 38.4204 -710.855 398.594 -1109.45 -1109.45
43525 274100 131.625 107.428 1.16975 38.4181 38.4181 38.4181 -712.154 391.956 -1104.11 -1104.11
43550 274200 129.253 84.4641 1.16992 38.4162 38.4162 38.4162 -723.815 384.893 -1108.71 -1108.71
43575 274300 125.178 95.9847 1.17121 38.4021 38.4021 38.4021 -732.804 372.76 -1105.56 -1105.56
43600 274400 126.906 97.806 1.17305 38.3821 38.3821 38.3821 -728.31 377.905 -1106.21 -1106.21
43625 274500 137.57 56.9501 1.17567 38.3535 38.3535 38.3535 -711.083 409.66 -1120.74 -1120.74
43650 274600 129.808 105.153 1.18196 38.2853 38.2853 38.2853 -728.788 386.547 -1115.34 -1115.34
43675 274700 127.195 125.351 1.18827 38.2175 38.2175 38.2175 -740.072 378.765 -1118.84 -1118.84
43700 274800 132.393 96.6505 1.19251 38.1721 38.1721 38.1721 -737.833 394.243 -1132.08 -1132.08
43725 274900 128.033 126.006 1.1964 38.1307 38.1307 38.1307 -747.648 381.26 -1128.91 -1128.91
43750 275000 122.828 140.185 1.19752 38.1188 38.1188 38.1188 -758.651 365.762 -1124.41 -1124.41
43775 275100 132.019 117.686 1.19466 38.1492 38.1492 38.1492 -735.193 393.131 -1128.32 -1128.32
43800 275200 129.657 142.172 1.18879 38.2119 38.2119 38.2119 -726.663 386.096 -1112.76 -1112.76
43825 275300 130.902 63.3794 1.17903 38.317 38.317 38.317 -724.467 389.803 -1114.27 -1114.27
43850 275400 131.048 -5.45011 1.17292 38.3834 38.3834 38.3834 -728.954 390.238 -1119.19 -1119.19
43875 275500 123.4 18.5213 1.17754 38.3332 38.3332 38.3332 -750.717 367.463 -1118.18 -1118.18
